No of Actors read '6775'.
Actor 	id = 1d7cb619-062b-4a21-af3d-9f6a6e8e8770	name = Philip Locke                                      	dob = null    
Actor 	id = 16f9cb72-bbb6-4de8-9386-e7b89a51b866	name = Richard Hatch                                     	dob = null    
Actor 	id = 16e8a7d4-6774-4a84-9a2d-de93efa97ed4	name = David Janssen                                     	dob = 1930    
Actor 	id = 9525c152-3665-4e68-9911-2f9166c5cd8e	name = Marni Nixon                                       	dob = 1929    
Actor 	id = 7a8cf331-eee7-4796-aba7-4f170aeceedd	name = Sonny Tufts                                       	dob = 1911    
Actor 	id = e1b53dc4-374f-43f3-bb1e-43386543ae33	name = Conny VanDyke                                     	dob = null    
Actor 	id = aedecdc4-4c9d-4cd5-9c3f-851d4e1c40b6	name = Ned Dowd                                          	dob = null    
Actor 	id = 8e0b4f76-e0da-4c82-b0b7-915d0458853d	name = Valerie Burdinelli                                	dob = 1960    
Actor 	id = 9a23fd88-6b92-4ab1-8ff7-033d99d61fcc	name = Leonora Amar                                      	dob = null    
Actor 	id = 48d9a32d-5b5d-4e10-85de-3deb3c71da06	name = Takashi Shimura                                   	dob = 1905    
Actor 	id = 92ec30f4-3eb3-4925-9169-6d312e9e1a2e	name = Barbara Feldon                                    	dob = 1939    
Actor 	id = 0f41005e-fd24-4352-82cc-f3cac6abbd40	name = Norman Rossington                                 	dob = 1928    
Actor 	id = 7545ee6c-01bb-419d-b342-9b04ecc20f98	name = Jocelyn Lane                                      	dob = null    
Actor 	id = 29166fd9-3159-4f87-99d5-9726ae44b7de	name = Rod Steiger                                       	dob = 1925    
Actor 	id = ac4549ad-ad95-47d2-87b3-0d7f21c823e8	name = Adrienne Corri                                    	dob = 1930    
Actor 	id = bb9fb03d-8a7b-41d7-a61d-8a05fc75a187	name = Elaine Stritch                                    	dob = 1926    
Actor 	id = d8736bd5-d29a-4478-a7ad-af9d49e021be	name = Marion Mack                                       	dob = null    
Actor 	id = 2b1b9b9a-2c45-406c-94bb-7534303fa048	name = Peter Lorre                                       	dob = 1904    
Actor 	id = e6646e26-4b29-48ea-ab15-001725fe5c88	name = Anne Francis                                      	dob = 1930    
Actor 	id = c9c260cc-bc03-4268-8341-610947ab602b	name = Joel Grey                                         	dob = 1932    
Actor 	id = 80ef21fa-a785-41cc-92bf-697d392f5451	name = Verree Teasdale                                   	dob = 1904    
Actor 	id = 05c2e5c1-123e-4d68-af34-99c6e28315f0	name = Frederic Forrest                                  	dob = null    
Actor 	id = 0f2f2c7c-d0fd-4054-8206-827330947b70	name = Irwin Corey                                       	dob = null    
Actor 	id = bf3e243d-1773-47db-b175-f625258ea5f0	name = Peter Dvorsky                                     	dob = null    
Actor 	id = 1ddbe28d-67b4-4674-83a3-e853a3f8430f	name = Stuart Erwin                                      	dob = 1903    
Actor 	id = cad274d6-7bc9-425d-8d8a-7253e1d3e07a	name = Rhonda Fleming                                    	dob = 1922    
Actor 	id = 1dcaeb27-9e8f-4162-83aa-f5e715035fbb	name = Millie Perkins                                    	dob = 1939    
Actor 	id = d0fa8255-9089-4ee4-aec6-f068af521022	name = Liza Minnelli                                     	dob = 1946    
Actor 	id = 648ea45b-4049-402f-bb23-3510430d3259	name = John Howard                                       	dob = 1913    
Actor 	id = 261545b6-52da-43b4-9510-14d04cc75cd8	name = Arlene Dahl                                       	dob = 1924    
Actor 	id = 1dcb71a0-ba36-4391-b288-73f49af6c0a5	name = Meg Gehrts                                        	dob = 1891    
Actor 	id = 2b385285-936e-49bd-9f79-0375e34e5c4e	name = Dany Robin                                        	dob = 1927    
Actor 	id = 2174e45b-8295-4501-933b-bfc7fac8bd3d	name = Anne DeSalvo                                      	dob = null    
Actor 	id = 7ee80ec2-8217-40a8-8dca-df1cce77679f	name = Judith Ivey                                       	dob = null    
Actor 	id = f3ee1c39-7094-4b5f-9e1d-173cb5d1dca0	name = Henry Fonda                                       	dob = 1905    
Actor 	id = e0e6a68d-aa90-4113-a2e7-6fd967417135	name = Craig Stevens                                     	dob = 1918    
Actor 	id = 5353ea57-6f01-41bd-bed3-2f9c86b531a9	name = Eva leGallienne                                   	dob = null    
Actor 	id = 32b57d1e-6dfe-495f-9e12-553c805e3dd8	name = David Opatoshu                                    	dob = 1918    
Actor 	id = dde19c24-a2a2-4b7b-ae4d-28131a0eaeb3	name = Meryl Streep                                      	dob = 1949    
Actor 	id = cf6b25c8-5087-443d-bd7a-5d72ca3a9fb1	name = Louis deFunes                                     	dob = 1908    
Actor 	id = ae4b09a0-9e50-4d62-977b-fe4a4fca3c17	name = Robert Mandan                                     	dob = null    
Actor 	id = 15a5b317-096d-4797-8d7f-e6b18dcbbf7c	name = Reginald Owen                                     	dob = 1887    
Actor 	id = ebe24071-73bd-43a8-bf47-80e26c904b91	name = Elizabeth Turner                                  	dob = null    
Actor 	id = 5c80f85f-503d-489b-a68f-84048145902e	name = Martyn Green                                      	dob = 1899    
Actor 	id = cbb43665-eba9-480c-bf63-cbb06696d2b9	name = Marshall McLuhan                                  	dob = null    
Actor 	id = d7232e6b-e73f-442a-8482-4149f7b13981	name = Richard Herd                                      	dob = null    
Actor 	id = 90534113-0b06-49cf-88e4-008f2c2574a9	name = Mark Dignam                                       	dob = 1909    
Actor 	id = ae2e4759-016a-4270-b45b-a3d73bef75e3	name = Ruth Cox                                          	dob = null    
Actor 	id = 538bb33b-9254-4a4f-ab83-1ee9fb0a45d0	name = Dennis Morgan                                     	dob = 1910    
Actor 	id = 29e744bc-d342-4385-bd78-e2509711a500	name = Janet Eilber                                      	dob = null    
Actor 	id = 89486911-8b47-4208-a072-4b8e9b3c76c4	name = Syd Walker                                        	dob = 1887    
Actor 	id = c6602723-3ceb-43a1-9f7b-f0b0109645a4	name = Roscoe Arbuckle                                   	dob = 1887    
Actor 	id = 03c32e6a-613f-4507-a40c-56e83e0305ff	name = Torin Thatcher                                    	dob = 1905    
Actor 	id = b65096ad-e922-4c37-8f06-275f4c9946e7	name = Barbara Stanwyck                                  	dob = 1907    
Actor 	id = 29cc3588-845a-4c99-ae02-54daa4b395a9	name = Linda Grovenor                                    	dob = null    
Actor 	id = 9ad12004-8e16-4326-9814-f5419bc15da0	name = Rene Russo                                        	dob = 1955    
Actor 	id = cf933fd2-80cc-4fbe-8671-cda0344994bb	name = Ernest Borgnine                                   	dob = 1915    
Actor 	id = 9bbaa3d6-20e1-4cf7-890e-25e3f4bd8c84	name = Colleen ONeil                                     	dob = null    
Actor 	id = 74ef56a4-af18-40f8-ba51-90ed9ea29f46	name = Jean Adair                                        	dob = 1872    
Actor 	id = 9b2bfad6-55de-4350-8cf3-e3e1559c70f0	name = Maureen OHara                                     	dob = 1920    
Actor 	id = b9fca8eb-e1c4-4e7d-9367-9063d44c793a	name = Ann Richards                                      	dob = 1918    
Actor 	id = 27a46a91-646e-45fb-91e9-a5aa692f3da5	name = Jessica Tandy                                     	dob = 1909    
Actor 	id = 2ccc923b-a823-4114-8fb2-54deabef81b0	name = Jack Beutel                                       	dob = null    
Actor 	id = 5ba1bc50-b9f8-4204-994b-126a093e7dd4	name = Mike Forrest                                      	dob = null    
Actor 	id = 88e64c4b-9c33-4c4c-9116-99f7091a5022	name = Micheline Presle                                  	dob = 1922    
Actor 	id = 2662e6bd-8ed4-43b0-a2bf-14114902a8f4	name = Joseph Kroner                                     	dob = null    
Actor 	id = d846e28b-21b8-4593-8102-dc849d09f02c	name = Demi Moore                                        	dob = null    
Actor 	id = cb49425d-90ef-449e-b990-12ed5acbf8d0	name = Paul Wegener                                      	dob = 1874    
Actor 	id = 92c08004-dc66-4fe2-aef9-e880485494d2	name = Geoffrey Hibbert                                  	dob = 1922    
Actor 	id = 3c9042cc-58a9-4a6b-a110-23d910cc3593	name = Adam Arkin                                        	dob = null    
Actor 	id = b31f7349-5afd-43c7-99b8-06fee42a98ba	name = Miles Davis                                       	dob = null    
Actor 	id = 95fc7e79-cb55-40f5-ae55-aaa7a26723a2	name = Ruth White                                        	dob = 1914    
Actor 	id = 055f63d6-61f9-4be9-98a3-ddd04d6522ad	name = Shannon ONeil                                     	dob = null    
Actor 	id = f030b871-036d-49b7-8db8-30dd606da716	name = Helen Traubel                                     	dob = 1899    
Actor 	id = 46364406-4741-4c84-9b55-264018f15722	name = Jonny Depp                                        	dob = 1963    
Actor 	id = c51468d5-0427-4f9f-ab18-a734c824e6c0	name = Michael Kidd                                      	dob = null    
Actor 	id = 729743f2-b88e-44f6-91b0-5794b306a434	name = Annbelle Sciorra                                  	dob = null    
Actor 	id = 1bd7c248-aa30-483d-9086-42fbaaba5e58	name = Ida Kaminska                                      	dob = null    
Actor 	id = ca320c02-c961-42e7-88a1-02122335d8c4	name = Louise Closser Hale                               	dob = 1872    
Actor 	id = 3a8fa492-9df2-4722-a693-adb21d3125c5	name = Linda Scruggs                                     	dob = null    
Actor 	id = e29974da-7263-4360-be94-40e310b3cd84	name = Henry Ephron                                      	dob = 1911    
Actor 	id = c35b9fb3-a97c-45db-a08f-ad42512f99cc	name = Joanna Pacula                                     	dob = null    
Actor 	id = 6f087daa-c922-478c-8a31-fa8b3af243dc	name = Richard McConnell                                 	dob = null    
Actor 	id = ce33ed89-3f22-4951-8eb6-ae498a64c3c6	name = Dee Hepburn                                       	dob = null    
Actor 	id = 6023bd86-ab19-4b64-b9de-36b30aa07b4b	name = Mauro Mendonco                                    	dob = null    
Actor 	id = 17dc2b71-b820-4fe6-a5ae-b4ad5e3c2ec3	name = Judith ODea                                       	dob = null    
Actor 	id = a9d67fd7-33c1-448b-b803-c4d92d996d31	name = Olympia Dukakis                                   	dob = null    
Actor 	id = 90281938-afd3-43a9-a8c2-5e056638fb83	name = Jason Miller                                      	dob = 1939    
Actor 	id = 5edeb522-f224-4709-8c93-41c86fce9984	name = Susan Strasberg                                   	dob = 1938    
Actor 	id = bb7aad9a-0753-4a90-bee3-da92fd018979	name = Michael Auclair                                   	dob = 1922    
Actor 	id = 8c468ecf-ef99-43e9-b80d-0cc566c573d1	name = Leona Dana                                        	dob = null    
Actor 	id = d419c0f2-2c99-467d-8523-92c225ce3ba8	name = Bruce Dern                                        	dob = 1936    
Actor 	id = b6f59d33-2d57-49bb-a4c9-b57993a86d1a	name = Maria Ouspenskaya                                 	dob = 1876    
Actor 	id = 625fad7a-667c-4d4d-af6c-4baff96d1f5a	name = Johnny Mask                                       	dob = null    
Actor 	id = 969a8b2e-96ae-48cf-8405-c56c72a53095	name = Lee Richardson                                    	dob = null    
Actor 	id = 6f41c825-9c87-4c8c-b610-7de05324a88d	name = Marika Green                                      	dob = null    
Actor 	id = 6ab0ab77-6bd5-4fc5-b3c7-e857b5db5361	name = Michael Dunn                                      	dob = 1935    
Actor 	id = ee2c838b-aec6-43e3-86b9-36ad2e4f787d	name = Evelyn Ankers                                     	dob = 1918    
Actor 	id = f630f2c7-7de2-4f2c-a506-9628b64c2794	name = Jean Kent                                         	dob = 1921    
Actor 	id = 080be606-3cc4-43e3-b640-9e3752c95716	name = Lesley Dudley                                     	dob = null    
Actor 	id = 59dd162f-68c2-40a2-8f60-72b98a029cb5	name = Betty Jane Rhodes                                 	dob = 1921    
Actor 	id = 8fbf38b6-d49f-4975-9240-d6ae2c97c35b	name = Barry Mackay                                      	dob = 1906    
Actor 	id = 109cc6f7-e5db-45aa-84d9-649767069813	name = Marisa Pavan                                      	dob = 1932    
Actor 	id = d61b100b-560d-4a69-a66b-0ebc14eaa60e	name = Don Francks                                       	dob = 1932    
Actor 	id = 34ff7fb0-01ca-4612-a4d5-de78d48d3596	name = Lynn Redgrave                                     	dob = 1943    
Actor 	id = a3502371-1d28-4c5f-aac4-e4be04ac9706	name = Jerry Reed                                        	dob = null    
Actor 	id = aa80aa98-c81a-4165-9fa2-d303e1cb5586	name = Athene Seyler                                     	dob = 1889    
Actor 	id = 1768d4af-42e7-4c61-a3ee-43581301f2da	name = Alec Clunes                                       	dob = 1912    
Actor 	id = ca3f5713-5c7d-4dcc-8080-7524f597f197	name = Emily Watson                                      	dob = 1967    
Actor 	id = 6c1b3b0b-b99e-469a-a0ce-2e6eb60aa0bb	name = Bernie Williams                                   	dob = null    
Actor 	id = 114152f8-27bc-4851-9bb4-98b2b44e8437	name = Andrew Crawford                                   	dob = 1917    
Actor 	id = a15e747c-8979-43b4-9212-57e767f825a2	name = Richard Carlson                                   	dob = null    
Actor 	id = 67c79ad3-9fcf-4935-9939-58753847419e	name = John Hurt                                         	dob = 1940    
Actor 	id = 4797b36a-eddb-4c86-82f6-22918feb5cc9	name = Bill Quinn                                        	dob = null    
Actor 	id = 802ce4e4-559b-446c-956b-3a8867299445	name = Richard Jaeckel                                   	dob = 1926    
Actor 	id = 57c9d300-1919-4f0f-a91b-ec37720642a8	name = James Keach                                       	dob = null    
Actor 	id = d2b30c34-0e38-4d60-94f7-f3029901a7fb	name = Prince                                            	dob = 1958    
