GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
GENRE ERROR Film 	id = RaW81     	title = Sea Devils                                        	year = 1953    	director = Walsh               	rating = 0.00	genres = []
GENRE ERROR Film 	id = RaW93     	title = A Distant Trumpet                                 	year = 1964    	director = Walsh               	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG10      	title = Ceux de Chez Nous                                 	year = 1915    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG15      	title = La Voyante                                        	year = 1925    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG20      	title = Les Deaux Couverts                                	year = 1932    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG25      	title = Bonne Chance                                      	year = 1935    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG35      	title = Quadrille                                         	year = 1938    	director = Guitry              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SG37      	title = Champes-Elyse\'es                                 	year = 1938    	director = Guitry              	rating = 0.00	genres = [5-Biography]
GENRE ERROR Film 	id = SG40      	title = Ils Etaient Neuf Celibataires                     	year = 1939    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG45      	title = Donne-moi Tes Yeux                                	year = 1943    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG49      	title = La Diable Boiteux                                 	year = 1948    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG50      	title = Le Comedien                                       	year = 1949    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG55      	title = Debureau                                          	year = 1951    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SG65      	title = Napoleon                                          	year = 1955    	director = Guitry              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SG66      	title = Si Paris m'etait cont\'e                          	year = 1955    	director = Guitry              	rating = 0.00	genres = [9-Drama]
GENRE ERROR Film 	id = SG70      	title = Le Vie a Dieux                                    	year = 1957    	director = Guitry              	rating = 0.00	genres = []
GENRE ERROR Film 	id = WDT17     	title = Tom Sawyer                                        	year = 1917    	director = W.D.Taylor          	rating = 0.00	genres = []
GENRE ERROR Film 	id = WDT20     	title = Huck and Tom                                      	year = 1918    	director = W.D.Taylor          	rating = 0.00	genres = []
GENRE ERROR Film 	id = WDT31     	title = Huckleberry Finn                                  	year = 1920    	director = W.D.Taylor          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = Z1510     	title = Two Orphans                                       	year = 1915    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1512     	title = The Clemenceau Case                               	year = 1915    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1514     	title = The Stain                                         	year = 1915    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1516     	title = Lady Audley's Secret                              	year = 1915    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1518     	title = The Vixen                                         	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1520     	title = A Fool There Was                                  	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1522     	title = Sin                                               	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1524     	title = The Light                                         	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1526     	title = Destruction                                       	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1528     	title = Gold and the Woman                                	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1530     	title = The Serpent                                       	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1532     	title = Eternal Sappho                                    	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1536     	title = Her Double Life                                   	year = 1916    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1538     	title = Cleopatra                                         	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1540     	title = Madame Du Barry                                   	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1542     	title = Under Two Flags                                   	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1544     	title = Camille                                           	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1546     	title = Heart and Soul                                    	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1548     	title = The Tiger Woman                                   	year = 1917    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1550     	title = Salome                                            	year = 1918    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1552     	title = When A Woman Sins                                 	year = 1918    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1554     	title = The Forbidden Path                                	year = 1918    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1556     	title = The She Devil                                     	year = 1918    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1558     	title = Rose of the Blood                                 	year = 1918    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1560     	title = Kathleen Mavourneen                               	year = 1919    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1562     	title = La Belle Russe                                    	year = 1919    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1564     	title = When Men Desire                                   	year = 1919    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1566     	title = The Siren's Song                                  	year = 1919    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z1568     	title = A Woman There Was                                 	year = 1920    	director = Unknown15           	rating = 0.00	genres = [9-Drama]
