No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = YMZ20     	title = Ju Dou                                            	year = 1990    	director = YM.Zhang            	rating = 0.00	genres = [9-Drama]
Film 	id = AlP15     	title = Looking for Richard                               	year = 1996    	director = Pacino              	rating = 0.00	genres = [8-Documentary]
Film 	id = JoD11     	title = The Howling                                       	year = 1980    	director = Dante               	rating = 0.00	genres = [13-Horror]
Film 	id = CDr30     	title = Vredens Dag                                       	year = 1943    	director = Dreyer              	rating = 0.00	genres = [9-Drama]
Film 	id = PaH52     	title = Silent Witness                                    	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = PaH53     	title = Enough Rope for Two                               	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = TiB3      	title = The Method Actor                                  	year = 1985    	director = B.Reynolds          	rating = 0.00	genres = [24-Suspense]
Film 	id = PaH54     	title = Last Request                                      	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = VME8      	title = Gus                                               	year = 1970    	director = McEveety            	rating = 0.00	genres = [6-Comedy]
Film 	id = TiB2      	title = The Jar                                           	year = 1985    	director = T.Burton            	rating = 0.00	genres = [24-Suspense]
Film 	id = CCo14     	title = Harry Potter and the Sorcerer's Stone             	year = 2001    	director = Columbus            	rating = 0.00	genres = [11-Fantasy]
Film 	id = PaH55     	title = The Diplomatic Corpse                             	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = VME9      	title = The Brotherhood of Satan                          	year = 1971    	director = McEveety            	rating = 0.00	genres = [13-Horror]
Film 	id = TiB1      	title = Pee-Wee's Big Adventure                           	year = 1985    	director = T.Burton            	rating = 0.00	genres = [6-Comedy]
Film 	id = EL52      	title = Paramount on Parade                               	year = 1930    	director = Lubitsch            	rating = 0.00	genres = [15-Musical]
Film 	id = EL53      	title = Monte Carlo                                       	year = 1930    	director = Lubitsch            	rating = 0.00	genres = [15-Musical]
Film 	id = EL54      	title = The Smiling Luitenant                             	year = 1931    	director = Lubitsch            	rating = 0.00	genres = [15-Musical]
Film 	id = PaH50     	title = Vicious Circle                                    	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = JoD12     	title = Explorers                                         	year = 1985    	director = Dante               	rating = 0.00	genres = [6-Comedy, 19-Sci-Fi]
Film 	id = PaH51     	title = A Little Sleep                                    	year = 1957    	director = Henreid             	rating = 0.00	genres = [24-Suspense]
Film 	id = JoD13     	title = Gremlins                                          	year = 1985    	director = Dante               	rating = 0.00	genres = [6-Comedy]
Film 	id = EL56      	title = One Hour With You                                 	year = 1932    	director = Lubitsch            	rating = 0.00	genres = [18-Romance, 15-Musical]
Film 	id = JCw62     	title = Libeled Lady                                      	year = 1936    	director = Conway              	rating = 0.00	genres = [18-Romance]
Film 	id = EL57      	title = Trouble in Paradise                               	year = 1932    	director = Lubitsch            	rating = 0.00	genres = [18-Romance]
Film 	id = JCw61     	title = A Tale of Two Cities                              	year = 1935    	director = Conway              	rating = 0.00	genres = [9-Drama]
Film 	id = TiB8      	title = Edward Scissorhands                               	year = 1989    	director = T.Burton            	rating = 0.00	genres = [13-Horror]
Film 	id = TiB6      	title = Batman                                            	year = 1989    	director = T.Burton            	rating = 0.00	genres = [11-Fantasy]
Film 	id = KLe1      	title = Eve's Bayou                                       	year = 1997    	director = Lemmons             	rating = 0.00	genres = [9-Drama]
Film 	id = TiB5      	title = Beetlejuice                                       	year = 1988    	director = T.Burton            	rating = 0.00	genres = [6-Comedy]
Film 	id = AJo10     	title = Love Letters                                      	year = 1983    	director = Am.Jones            	rating = 0.00	genres = [18-Romance]
Film 	id = SR1       	title = Pather Panchali                                   	year = 1954    	director = S.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = LaK2      	title = The Big Chill                                     	year = 1983    	director = L.Kasdan            	rating = 0.00	genres = [6-Comedy]
Film 	id = JoD20     	title = Innerspace                                        	year = 1987    	director = Dante               	rating = 0.00	genres = [11-Fantasy]
Film 	id = IWa1      	title = Mondo Trasho                                      	year = 1969    	director = Waters              	rating = 0.00	genres = [8-Documentary, 13-Horror]
Film 	id = CDr40     	title = Ordet                                             	year = 1955    	director = Dreyer              	rating = 0.00	genres = [9-Drama]
Film 	id = IWa2      	title = Multiple Maniacs                                  	year = 1970    	director = Waters              	rating = 0.00	genres = [13-Horror, 30-Porn]
Film 	id = FLg10     	title = Fear No Evil                                      	year = 1981    	director = Laloggia            	rating = 0.00	genres = [13-Horror]
Film 	id = CCo10     	title = Home Alone 3                                      	year = 1997    	director = Columbus            	rating = 0.00	genres = [6-Comedy]
Film 	id = LaK1      	title = Body Heat                                         	year = 1982    	director = L.Kasdan            	rating = 0.00	genres = [24-Suspense]
Film 	id = CCo11     	title = Stepmom                                           	year = 1998    	director = Columbus            	rating = 0.00	genres = [9-Drama]
Film 	id = CDr10     	title = Vampyr                                            	year = 1932    	director = Dreyer              	rating = 0.00	genres = [13-Horror]
Film 	id = PHa10     	title = Fiendish Plot of Fu Manchu                        	year = 1980    	director = Haggard             	rating = 0.00	genres = [6-Comedy]
Film 	id = PHa15     	title = Venom                                             	year = 1981    	director = Haggard             	rating = 0.00	genres = [9-Drama]
Film 	id = RoV15     	title = Don Juan                                          	year = 1973    	director = Vadim               	rating = 0.00	genres = [18-Romance]
Film 	id = ArH230    	title = See No Evil, Hear No Evil                         	year = 1989    	director = Hiller              	rating = 0.00	genres = [6-Comedy]
Film 	id = RoV13     	title = Pretty Maids All in a Row                         	year = 1971    	director = Vadim               	rating = 0.00	genres = [13-Horror]
Film 	id = ArH236    	title = The Babe                                          	year = 1992    	director = Hiller              	rating = 0.00	genres = [5-Biography]
