No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = CDM78     	title = Samson and Delilah                                	year = 1949    	director = DeMille             	rating = 0.00	genres = ['Epic', , 'Romt', ]
Film 	id = CDM79     	title = The Greatest Show on Earth                        	year = 1952    	director = DeMille             	rating = 0.00	genres = ['Epic', ]
Film 	id = CDM80     	title = The Ten Commandments                              	year = 1956    	director = DeMille             	rating = 0.00	genres = ['Epic', ]
Film 	id = EGz10     	title = Anthony and Cleopatra                             	year = 1913    	director = Guazzoni            	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS10     	title = The Perils of Pauline                             	year = 1913    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS20     	title = The Fatal Ring                                    	year = 1917    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS30     	title = Velvet Fingers                                    	year = 1921    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS40     	title = The Sky Ranger                                    	year = 1925    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS42     	title = The Vanishing American                            	year = 1925    	director = Seitz               	rating = 0.00	genres = ['Docu', ]
Film 	id = GBS90     	title = The Woman in his Life                             	year = 1935    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS92     	title = The Last of the Mohicans                          	year = 1936    	director = Seitz               	rating = 0.00	genres = ['Dram', , 'West', ]
Film 	id = GBS93     	title = A Family Affair                                   	year = 1936    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS95     	title = You're Only Young Once                            	year = 1938    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS96     	title = Judge Hardy's Children                            	year = 1938    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS97     	title = Love Finds Andy Hardy                             	year = 1938    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS98     	title = Out West With the Hardys                          	year = 1938    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS100    	title = 6000 Enemies                                      	year = 1939    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS102    	title = The Hardys Ride High                              	year = 1939    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS103    	title = Judge Hardy and Son                               	year = 1939    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS110    	title = Andy Hardy Meets a Debutante                      	year = 1939    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = GBS115    	title = Kit Carson                                        	year = 1940    	director = Seitz               	rating = 0.00	genres = ['West', ]
Film 	id = GBS120    	title = Sky Murder                                        	year = 1940    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS130    	title = Andy Hardy's Private Secretary                    	year = 1941    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = GBS132    	title = Life Begins for Andy Hardy                        	year = 1941    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = GBS140    	title = China Caravan                                     	year = 1942    	director = Seitz               	rating = 0.00	genres = ['Dram', ]
Film 	id = GBS144    	title = The Courtship of Andy Hardy                       	year = 1942    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = GBS145    	title = Andy Hardy's Double Life                          	year = 1942    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = GBS150    	title = Andy Hardy's Blonde Trouble                       	year = 1944    	director = Seitz               	rating = 0.00	genres = ['Comd', ]
Film 	id = BHd10     	title = East Lynne                                        	year = 1913    	director = Haldane             	rating = 0.00	genres = ['Dram', ]
Film 	id = DGP1      	title = Raja Harishchandra                                	year = 1913    	director = Phalke              	rating = 0.00	genres = ['Dram', ]
Film 	id = HBn5      	title = Ivanhoe                                           	year = 1913    	director = Brenon              	rating = 0.00	genres = ['Actn', ]
Film 	id = HBn8      	title = Neptune's Daughter                                	year = 1914    	director = Brenon              	rating = 0.00	genres = ['Fant', ]
Film 	id = HBn25     	title = Peter Pan                                         	year = 1924    	director = Brenon              	rating = 0.00	genres = ['Romt', ]
Film 	id = HBn30     	title = Beau Geste                                        	year = 1926    	director = Brenon              	rating = 0.00	genres = ['Actn', ]
Film 	id = HBn40     	title = Beau Ideal                                        	year = 1931    	director = Brenon              	rating = 0.00	genres = ['Actn', ]
Film 	id = HHS1      	title = The White Goddess of the Wangora                  	year = 1913    	director = Schomburgk          	rating = 0.00	genres = ['Dram', ]
Film 	id = HHS3      	title = The Heroes of Paratau                             	year = 1914    	director = Schomburgk          	rating = 0.00	genres = ['Dram', ]
Film 	id = HHS6      	title = The Outlaw of the Sudu Mountains                  	year = 1914    	director = Schomburgk          	rating = 0.00	genres = ['Dram', ]
Film 	id = HHS8      	title = Odd Man Out                                       	year = 1914    	director = Schomburgk          	rating = 0.00	genres = ['Dram', ]
Film 	id = HHS9      	title = Deutsche in Sudan                                 	year = 1914    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS12     	title = Eine Weisse unter Kannibalen                      	year = 1919    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS13     	title = Ein Abenteurer                                    	year = 1920    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS14     	title = Tropengift                                        	year = 1920    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS15     	title = Goldfieber                                        	year = 1920    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS16     	title = Im Kampf um die Diamantfelder                     	year = 1921    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS22     	title = Geheimbundrieten der Frauen in Liberia            	year = 1923    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS24     	title = Mensch und Tier im Urwald                         	year = 1924    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS28     	title = Verlorenes Land                                   	year = 1926    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
Film 	id = HHS36     	title = Das Letzte Paradis                                	year = 1932    	director = Schomburgk          	rating = 0.00	genres = ['Docu', ]
